Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Limestone
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Monzonite
appliedenergistics2:facade:0, Cable Facade - Pegmatite
appliedenergistics2:facade:0, Cable Facade - Phyllite
appliedenergistics2:facade:0, Cable Facade - Pumice
appliedenergistics2:facade:0, Cable Facade - Pyroxenite
appliedenergistics2:facade:0, Cable Facade - Rhyolite
appliedenergistics2:facade:0, Cable Facade - Slate
appliedenergistics2:facade:0, Cable Facade - Syenite
appliedenergistics2:facade:0, Cable Facade - Umber
appliedenergistics2:facade:0, Cable Facade - Frozen Cobblestone
appliedenergistics2:facade:0, Cable Facade - Block of Amethyst
appliedenergistics2:facade:0, Cable Facade - Amethyst Ore
appliedenergistics2:facade:0, Cable Facade - Block of Amber
appliedenergistics2:facade:0, Cable Facade - Amber Ore
appliedenergistics2:facade:0, Cable Facade - Block of Ruby
appliedenergistics2:facade:0, Cable Facade - Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Block of Malachite
appliedenergistics2:facade:0, Cable Facade - Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Block of Sapphire
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Xtone Tile
appliedenergistics2:facade:0, Cable Facade - Agon 1
appliedenergistics2:facade:0, Cable Facade - Azur 1
appliedenergistics2:facade:0, Cable Facade - Bitt 1
appliedenergistics2:facade:0, Cable Facade - Cray 1
appliedenergistics2:facade:0, Cable Facade - Fort 1
appliedenergistics2:facade:0, Cable Facade - Iszm 1
appliedenergistics2:facade:0, Cable Facade - Jelt 1
appliedenergistics2:facade:0, Cable Facade - Korp 1
appliedenergistics2:facade:0, Cable Facade - Kryp 1
appliedenergistics2:facade:0, Cable Facade - Lair 1
appliedenergistics2:facade:0, Cable Facade - Lave 1
appliedenergistics2:facade:0, Cable Facade - Mint 1
appliedenergistics2:facade:0, Cable Facade - Myst 1
appliedenergistics2:facade:0, Cable Facade - Reds 1
appliedenergistics2:facade:0, Cable Facade - Reed 1
appliedenergistics2:facade:0, Cable Facade - Roen 1
appliedenergistics2:facade:0, Cable Facade - Sols 1
appliedenergistics2:facade:0, Cable Facade - Sync 1
appliedenergistics2:facade:0, Cable Facade - Tank 1
appliedenergistics2:facade:0, Cable Facade - Vect 1
appliedenergistics2:facade:0, Cable Facade - Vena 1
appliedenergistics2:facade:0, Cable Facade - Zane 1
appliedenergistics2:facade:0, Cable Facade - Zech 1
appliedenergistics2:facade:0, Cable Facade - Zest 1
appliedenergistics2:facade:0, Cable Facade - Zeta 1
appliedenergistics2:facade:0, Cable Facade - Zion 1
appliedenergistics2:facade:0, Cable Facade - Zkul 1
appliedenergistics2:facade:0, Cable Facade - Zoea 1
appliedenergistics2:facade:0, Cable Facade - Zome 1
appliedenergistics2:facade:0, Cable Facade - Zone 1
appliedenergistics2:facade:0, Cable Facade - Zorg 1
appliedenergistics2:facade:0, Cable Facade - Ztyl 1
appliedenergistics2:facade:0, Cable Facade - Zyth 1
appliedenergistics2:facade:0, Cable Facade - Advanced Iridium Plated Machine Casing
appliedenergistics2:facade:0, Cable Facade - Component Assembly Line Casing (ULV)
appliedenergistics2:facade:0, Cable Facade - Component Assembly Line Casing (LV)
appliedenergistics2:facade:0, Cable Facade - Component Assembly Line Casing (MV)
appliedenergistics2:facade:0, Cable Facade - Component Assembly Line Casing (HV)
appliedenergistics2:facade:0, Cable Facade - Component Assembly Line Casing (EV)
appliedenergistics2:facade:0, Cable Facade - Component Assembly Line Casing (IV)
appliedenergistics2:facade:0, Cable Facade - Component Assembly Line Casing (LuV)
appliedenergistics2:facade:0, Cable Facade - Component Assembly Line Casing (ZPM)
appliedenergistics2:facade:0, Cable Facade - Component Assembly Line Casing (UV)
appliedenergistics2:facade:0, Cable Facade - Component Assembly Line Casing (UHV)
appliedenergistics2:facade:0, Cable Facade - Component Assembly Line Casing (UEV)
appliedenergistics2:facade:0, Cable Facade - Component Assembly Line Casing (UIV)
appliedenergistics2:facade:0, Cable Facade - Component Assembly Line Casing (UXV)
appliedenergistics2:facade:0, Cable Facade - Component Assembly Line Casing (OpV)
appliedenergistics2:facade:0, Cable Facade - Component Assembly Line Casing (MAX)
appliedenergistics2:facade:0, Cable Facade - Imprecise Electronic Unit Casing
appliedenergistics2:facade:0, Cable Facade - Precise Electronic Unit Casing Mk-I
appliedenergistics2:facade:0, Cable Facade - Precise Electronic Unit Casing Mk-II
appliedenergistics2:facade:0, Cable Facade - Precise Electronic Unit Casing Mk-III
appliedenergistics2:facade:0, Cable Facade - Precise Electronic Unit Casing Mk-IV
appliedenergistics2:facade:0, Cable Facade - Fluid Cell Block T1
appliedenergistics2:facade:0, Cable Facade - Fluid Cell Block T2
appliedenergistics2:facade:0, Cable Facade - Fluid Cell Block T3
appliedenergistics2:facade:0, Cable Facade - Fluid Cell Block T4
appliedenergistics2:facade:0, Cable Facade - Fluid Cell Block T5
appliedenergistics2:facade:0, Cable Facade - Fluid Cell Block T6
appliedenergistics2:facade:0, Cable Facade - Fluid Cell Block T7
appliedenergistics2:facade:0, Cable Facade - Fluid Cell Block T8
appliedenergistics2:facade:0, Cable Facade - Fluid Cell Block T9
appliedenergistics2:facade:0, Cable Facade - Fluid Cell Block T10
appliedenergistics2:facade:0, Cable Facade - YOTTank Casing
appliedenergistics2:facade:0, Cable Facade - Ameliorated Superconductor Coil
appliedenergistics2:facade:0, Cable Facade - Compact Fusion Coil
appliedenergistics2:facade:0, Cable Facade - Advanced Compact Fusion Coil
appliedenergistics2:facade:0, Cable Facade - Compact Fusion Coil MK-II Prototype
appliedenergistics2:facade:0, Cable Facade - Compact Fusion Coil MK-II Finaltype
appliedenergistics2:facade:0, Cable Facade - Volcanus Casing
appliedenergistics2:facade:0, Cable Facade - Advanced Cryogenic Casing
appliedenergistics2:facade:0, Cable Facade - Molecular Casing
appliedenergistics2:facade:0, Cable Facade - Molecular Coil
appliedenergistics2:facade:0, Cable Facade - Hollow Casing
appliedenergistics2:facade:0, Cable Facade - Creative Heating Coil
appliedenergistics2:facade:0, Cable Facade - Treated Wood Trim
appliedenergistics2:facade:0, Cable Facade - Rubber Wood Trim
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:60, Magnet Card
appliedenergistics2:material:58, Pattern Expansion Card
appliedenergistics2:material:59, Quantum Link Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:61, Sticky Card
appliedenergistics2:material:34, §d128³§r Spatial Component
appliedenergistics2:material:37, §a16k§r ME Storage Component
appliedenergistics2:material:33, §916³§r Spatial Component
appliedenergistics2:material:35, §61k§r ME Storage Component
appliedenergistics2:material:32, §62³§r Spatial Component
appliedenergistics2:material:36, §e4k§r ME Storage Component
appliedenergistics2:material:38, §b64k§r ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, §a16k§r ME Fluid Storage Component
appliedenergistics2:material:54, §61k§r ME Fluid Storage Component
appliedenergistics2:material:55, §e4k§r ME Fluid Storage Component
appliedenergistics2:material:57, §b64k§r ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
